사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
2021-02-01,중앙선,용문,1282,1259,2021-02-04
2021-02-01,중앙선,지평,48,43,2021-02-04
2021-02-01,중앙선,아신,415,413,2021-02-04
2021-02-01,중앙선,양수,1463,1466,2021-02-04
2021-02-01,중앙선,운길산,495,463,2021-02-04
2021-02-01,중앙선,팔당,687,662,2021-02-04
2021-02-01,중앙선,도심,2237,1736,2021-02-04
2021-02-01,중앙선,덕소,5139,5082,2021-02-04
2021-02-01,중앙선,양정,721,606,2021-02-04
2021-02-01,중앙선,도농,9067,8349,2021-02-04
2021-02-01,중앙선,구리,12403,12591,2021-02-04
2021-02-01,중앙선,양원,1451,1484,2021-02-04
2021-02-01,중앙선,망우,6789,6608,2021-02-04
2021-02-01,중앙선,상봉(시외버스터미널),5141,5291,2021-02-04
2021-02-01,중앙선,중랑,4988,4730,2021-02-04
2021-02-01,중앙선,회기,20536,20077,2021-02-04
2021-02-01,장항선,신창(순천향대),808,874,2021-02-04
2021-02-01,장항선,온양온천,2930,2893,2021-02-04
2021-02-01,장항선,배방,782,756,2021-02-04
2021-02-01,장항선,아산,2234,2017,2021-02-04
2021-02-01,장항선,쌍용(나사렛대),1542,1431,2021-02-04
2021-02-01,장항선,봉명,1067,1006,2021-02-04
2021-02-01,일산선,대화,12094,9440,2021-02-04
2021-02-01,일산선,주엽,8336,8376,2021-02-04
2021-02-01,일산선,정발산,6451,6330,2021-02-04
2021-02-01,일산선,마두,6852,7257,2021-02-04
2021-02-01,일산선,백석,9341,9269,2021-02-04
2021-02-01,일산선,대곡,1532,1174,2021-02-04
2021-02-01,일산선,화정,15485,16076,2021-02-04
2021-02-01,일산선,원당,10209,9839,2021-02-04
2021-02-01,일산선,삼송,16503,16335,2021-02-04
2021-02-01,일산선,원흥,8704,8307,2021-02-04
2021-02-01,우이신설선,신설동,2056,1993,2021-02-04
2021-02-01,우이신설선,보문,1366,1397,2021-02-04
2021-02-01,우이신설선,성신여대입구(돈암),2779,3040,2021-02-04
2021-02-01,우이신설선,정릉,3961,3878,2021-02-04
2021-02-01,우이신설선,북한산보국문,5197,5178,2021-02-04
2021-02-01,우이신설선,솔샘,5221,5014,2021-02-04
2021-02-01,우이신설선,삼양사거리,2212,2260,2021-02-04
2021-02-01,우이신설선,삼양,1905,2115,2021-02-04
2021-02-01,우이신설선,화계,3073,2957,2021-02-04
2021-02-01,우이신설선,가오리,3807,3824,2021-02-04
2021-02-01,우이신설선,4.19민주묘지,2388,2412,2021-02-04
2021-02-01,우이신설선,솔밭공원,2187,2138,2021-02-04
2021-02-01,우이신설선,북한산우이,1994,1726,2021-02-04
2021-02-01,안산선,수리산,3851,3177,2021-02-04
2021-02-01,안산선,오이도,7257,6960,2021-02-04
2021-02-01,안산선,정왕,6607,7153,2021-02-04
2021-02-01,안산선,신길온천,1463,1335,2021-02-04
2021-02-01,안산선,안산,11178,10119,2021-02-04
2021-02-01,안산선,초지,3954,4005,2021-02-04
2021-02-01,안산선,고잔,7909,7431,2021-02-04
2021-02-01,안산선,중앙,14994,15434,2021-02-04
2021-02-01,안산선,한대앞,7446,7493,2021-02-04
2021-02-01,안산선,상록수,14475,14629,2021-02-04
2021-02-01,안산선,반월,3906,3754,2021-02-04
2021-02-01,안산선,대야미,4377,3976,2021-02-04
2021-02-01,안산선,산본,14494,15511,2021-02-04
2021-02-01,수인선,인천,879,1357,2021-02-04
2021-02-01,수인선,신포,1460,1402,2021-02-04
2021-02-01,수인선,숭의,3469,3273,2021-02-04
2021-02-01,수인선,인하대,4818,4565,2021-02-04
2021-02-01,수인선,송도,2202,2007,2021-02-04
2021-02-01,수인선,연수,3856,3734,2021-02-04
2021-02-01,수인선,원인재,3927,4049,2021-02-04
2021-02-01,수인선,남동인더스파크,2327,2635,2021-02-04
2021-02-01,수인선,호구포,3385,3671,2021-02-04
2021-02-01,수인선,인천논현,5076,5173,2021-02-04
2021-02-01,수인선,소래포구,4147,3922,2021-02-04
2021-02-01,수인선,월곶,2202,2153,2021-02-04
2021-02-01,수인선,달월,82,55,2021-02-04
2021-02-01,수인선,사리,3180,3000,2021-02-04
2021-02-01,수인선,야목,195,152,2021-02-04
2021-02-01,수인선,어천,498,536,2021-02-04
2021-02-01,수인선,오목천,1936,1932,2021-02-04
2021-02-01,수인선,고색,3240,3258,2021-02-04
2021-02-01,분당선,매교,2457,2464,2021-02-04
2021-02-01,분당선,수원시청,11154,11461,2021-02-04
2021-02-01,분당선,매탄권선,4196,4086,2021-02-04
2021-02-01,분당선,망포,12527,12327,2021-02-04
2021-02-01,분당선,영통,7223,7330,2021-02-04
2021-02-01,분당선,청명,3753,3551,2021-02-04
2021-02-01,분당선,상갈,4735,4603,2021-02-04
2021-02-01,분당선,기흥,8218,7968,2021-02-04
2021-02-01,분당선,신갈,4164,4158,2021-02-04
2021-02-01,분당선,구성,4352,4590,2021-02-04
2021-02-01,분당선,죽전,11450,12644,2021-02-04
2021-02-01,분당선,보정,2121,1859,2021-02-04
2021-02-01,분당선,이매,4854,4644,2021-02-04
2021-02-01,분당선,오리,10915,9317,2021-02-04
2021-02-01,분당선,미금,14510,15448,2021-02-04
2021-02-01,분당선,정자,15430,16120,2021-02-04
2021-02-01,분당선,수내,12028,11916,2021-02-04
2021-02-01,분당선,서현,22851,22912,2021-02-04
2021-02-01,분당선,야탑,23226,24403,2021-02-04
2021-02-01,분당선,모란,18022,18141,2021-02-04
2021-02-01,분당선,태평,12409,12212,2021-02-04
2021-02-01,분당선,가천대,5796,6773,2021-02-04
2021-02-01,분당선,선정릉,7659,8217,2021-02-04
2021-02-01,분당선,강남구청,9123,10381,2021-02-04
2021-02-01,분당선,압구정로데오,15980,16978,2021-02-04
2021-02-01,분당선,서울숲,7930,8060,2021-02-04
2021-02-01,분당선,수원,6870,5592,2021-02-04
2021-02-01,분당선,수서,10975,11588,2021-02-04
2021-02-01,분당선,대모산입구,3236,2965,2021-02-04
2021-02-01,분당선,개포동,3221,3333,2021-02-04
2021-02-01,분당선,구룡,1465,1478,2021-02-04
2021-02-01,분당선,도곡,6153,6241,2021-02-04
2021-02-01,분당선,한티,12657,13416,2021-02-04
2021-02-01,분당선,선릉,13074,19017,2021-02-04
2021-02-01,과천선,범계,22758,21898,2021-02-04
2021-02-01,과천선,평촌,16981,16937,2021-02-04
2021-02-01,과천선,인덕원,21544,22584,2021-02-04
2021-02-01,과천선,정부과천청사,8723,8717,2021-02-04
2021-02-01,과천선,과천,4910,4622,2021-02-04
2021-02-01,과천선,대공원,1493,1581,2021-02-04
2021-02-01,과천선,경마공원,836,820,2021-02-04
2021-02-01,과천선,선바위,7794,6688,2021-02-04
2021-02-01,공항철도 1호선,영종,2511,2571,2021-02-04
2021-02-01,공항철도 1호선,인천공항2터미널,1813,1704,2021-02-04
2021-02-01,공항철도 1호선,인천공항1터미널,2881,2992,2021-02-04
2021-02-01,공항철도 1호선,공항화물청사,2144,2313,2021-02-04
2021-02-01,공항철도 1호선,운서,5267,5284,2021-02-04
2021-02-01,공항철도 1호선,청라국제도시,5870,5534,2021-02-04
2021-02-01,공항철도 1호선,검암,6400,6109,2021-02-04
2021-02-01,공항철도 1호선,계양,8207,7713,2021-02-04
2021-02-01,공항철도 1호선,김포공항,8878,5416,2021-02-04
2021-02-01,공항철도 1호선,마곡나루(서울식물원),7152,6897,2021-02-04
2021-02-01,공항철도 1호선,디지털미디어시티,12926,11659,2021-02-04
2021-02-01,공항철도 1호선,홍대입구,7135,7020,2021-02-04
2021-02-01,공항철도 1호선,공덕,1941,2507,2021-02-04
2021-02-01,공항철도 1호선,서울역,5339,5034,2021-02-04
2021-02-01,경춘선,춘천,865,822,2021-02-04
2021-02-01,경춘선,남춘천,1742,1741,2021-02-04
2021-02-01,경춘선,김유정,172,190,2021-02-04
2021-02-01,경춘선,강촌,235,202,2021-02-04
2021-02-01,경춘선,백양리,131,121,2021-02-04
2021-02-01,경춘선,굴봉산,65,82,2021-02-04
2021-02-01,경춘선,가평,1195,1143,2021-02-04
2021-02-01,경춘선,상천,164,151,2021-02-04
2021-02-01,경춘선,청평,1072,1060,2021-02-04
2021-02-01,경춘선,대성리,361,300,2021-02-04
2021-02-01,경춘선,마석,3402,3222,2021-02-04
2021-02-01,경춘선,천마산,1493,1382,2021-02-04
2021-02-01,경춘선,평내호평,5538,5345,2021-02-04
2021-02-01,경춘선,금곡,1389,1312,2021-02-04
2021-02-01,경춘선,사릉,3051,2925,2021-02-04
2021-02-01,경춘선,퇴계원,3353,3112,2021-02-04
2021-02-01,경춘선,별내,2455,2315,2021-02-04
2021-02-01,경춘선,갈매,2806,2498,2021-02-04
2021-02-01,경춘선,신내,1389,1393,2021-02-04
2021-02-01,경인선,도화,3772,3528,2021-02-04
2021-02-01,경인선,중동,8457,8028,2021-02-04
2021-02-01,경인선,온수(성공회대입구),5859,5849,2021-02-04
2021-02-01,경인선,도원,2484,2571,2021-02-04
2021-02-01,경인선,간석,5255,5081,2021-02-04
2021-02-01,경인선,부개,7837,7490,2021-02-04
2021-02-01,경인선,소사,8468,8320,2021-02-04
2021-02-01,경인선,구일,5629,5884,2021-02-04
2021-02-01,경인선,인천,2616,1949,2021-02-04
2021-02-01,경인선,동인천,12338,11458,2021-02-04
2021-02-01,경인선,제물포,8978,8605,2021-02-04
2021-02-01,경인선,주안,16538,14979,2021-02-04
2021-02-01,경인선,동암,13995,13946,2021-02-04
2021-02-01,경인선,백운,6414,6424,2021-02-04
2021-02-01,경인선,부평,26615,27654,2021-02-04
2021-02-01,경인선,송내,25332,25059,2021-02-04
2021-02-01,경인선,부천,29719,29452,2021-02-04
2021-02-01,경인선,역곡,24472,24564,2021-02-04
2021-02-01,경인선,오류동,10701,10267,2021-02-04
2021-02-01,경인선,개봉,19757,20495,2021-02-04
2021-02-01,경의선,임진강,10,5,2021-02-04
2021-02-01,경의선,문산,4215,4244,2021-02-04
2021-02-01,경의선,파주,869,643,2021-02-04
2021-02-01,경의선,월롱,1817,1679,2021-02-04
2021-02-01,경의선,금촌,5662,5663,2021-02-04
2021-02-01,경의선,금릉,4016,3820,2021-02-04
2021-02-01,경의선,운정,5525,5198,2021-02-04
2021-02-01,경의선,야당,5483,5324,2021-02-04
2021-02-01,경의선,탄현,6745,6581,2021-02-04
2021-02-01,경의선,일산,8181,8227,2021-02-04
2021-02-01,경의선,풍산,4839,4467,2021-02-04
2021-02-01,경의선,백마,6154,5932,2021-02-04
2021-02-01,경의선,곡산,468,485,2021-02-04
2021-02-01,경의선,능곡,3292,3036,2021-02-04
2021-02-01,경의선,행신,6860,7017,2021-02-04
2021-02-01,경의선,강매,2918,2571,2021-02-04
2021-02-01,경의선,화전,1301,1195,2021-02-04
2021-02-01,경의선,수색,2391,2406,2021-02-04
2021-02-01,경의선,디지털미디어시티,2158,2133,2021-02-04
2021-02-01,경의선,가좌,4959,4661,2021-02-04
2021-02-01,경의선,홍대입구,1253,1409,2021-02-04
2021-02-01,경의선,서강대,1779,1757,2021-02-04
2021-02-01,경의선,공덕,3192,2910,2021-02-04
2021-02-01,경의선,효창공원앞,2677,3032,2021-02-04
2021-02-01,경의선,신촌,760,895,2021-02-04
2021-02-01,경의선,서울역,3704,4392,2021-02-04
2021-02-01,경원선,소요산,2088,1738,2021-02-04
2021-02-01,경원선,동두천,1639,1882,2021-02-04
2021-02-01,경원선,보산,1280,1082,2021-02-04
2021-02-01,경원선,동두천중앙,2738,2563,2021-02-04
2021-02-01,경원선,지행,5549,5473,2021-02-04
2021-02-01,경원선,덕정,4677,4655,2021-02-04
2021-02-01,경원선,덕계,2506,2221,2021-02-04
2021-02-01,경원선,양주,6676,6184,2021-02-04
2021-02-01,경원선,녹양,4133,3870,2021-02-04
2021-02-01,경원선,가능,5747,5651,2021-02-04
2021-02-01,경원선,의정부,15971,16201,2021-02-04
2021-02-01,경원선,회룡,11373,11277,2021-02-04
2021-02-01,경원선,망월사,6246,6565,2021-02-04
2021-02-01,경원선,도봉산,6596,4039,2021-02-04
2021-02-01,경원선,방학,8660,8514,2021-02-04
2021-02-01,경원선,녹천,4400,3786,2021-02-04
2021-02-01,경원선,월계,5672,5391,2021-02-04
2021-02-01,경원선,광운대,7087,6847,2021-02-04
2021-02-01,경원선,석계,7258,8300,2021-02-04
2021-02-01,경원선,신이문,8020,7412,2021-02-04
2021-02-01,경원선,외대앞,6330,6406,2021-02-04
2021-02-01,경원선,청량리(서울시립대입구),12239,13103,2021-02-04
2021-02-01,경원선,왕십리(성동구청),11315,12654,2021-02-04
2021-02-01,경원선,응봉,1649,1410,2021-02-04
2021-02-01,경원선,옥수,50,23,2021-02-04
2021-02-01,경원선,한남,3894,3671,2021-02-04
2021-02-01,경원선,서빙고,1715,1538,2021-02-04
2021-02-01,경원선,이촌(국립중앙박물관),3475,2757,2021-02-04
2021-02-01,경부선,광명,2748,2432,2021-02-04
2021-02-01,경부선,서동탄,1364,1104,2021-02-04
2021-02-01,경부선,당정,5486,5276,2021-02-04
2021-02-01,경부선,천안,3846,3953,2021-02-04
2021-02-01,경부선,두정,3977,4128,2021-02-04
2021-02-01,경부선,직산,639,621,2021-02-04
2021-02-01,경부선,성환,2629,2744,2021-02-04
2021-02-01,경부선,평택,9641,9256,2021-02-04
2021-02-01,경부선,지제,2296,2290,2021-02-04
2021-02-01,경부선,서정리,4865,4850,2021-02-04
2021-02-01,경부선,송탄,3545,3327,2021-02-04
2021-02-01,경부선,진위,1395,1216,2021-02-04
2021-02-01,경부선,오산,7941,8176,2021-02-04
2021-02-01,경부선,오산대,2600,2381,2021-02-04
2021-02-01,경부선,세마,2261,2052,2021-02-04
2021-02-01,경부선,병점,11423,11276,2021-02-04
2021-02-01,경부선,세류,2557,2429,2021-02-04
2021-02-01,경부선,독산,16216,17253,2021-02-04
2021-02-01,경부선,수원,27565,29003,2021-02-04
2021-02-01,경부선,화서,6590,6356,2021-02-04
2021-02-01,경부선,성균관대,12385,12355,2021-02-04
2021-02-01,경부선,의왕,8084,8079,2021-02-04
2021-02-01,경부선,군포,7159,7460,2021-02-04
2021-02-01,경부선,금정,23545,24409,2021-02-04
2021-02-01,경부선,명학,8553,8506,2021-02-04
2021-02-01,경부선,안양,18957,18934,2021-02-04
2021-02-01,경부선,관악,6551,6065,2021-02-04
2021-02-01,경부선,석수,9148,8141,2021-02-04
2021-02-01,경부선,금천구청,10865,10691,2021-02-04
2021-02-01,경부선,가산디지털단지,17455,20075,2021-02-04
2021-02-01,경부선,구로,17175,17372,2021-02-04
2021-02-01,경부선,신길,8666,7197,2021-02-04
2021-02-01,경부선,신도림,3671,3706,2021-02-04
2021-02-01,경부선,영등포,31766,32699,2021-02-04
2021-02-01,경부선,대방,12092,12449,2021-02-04
2021-02-01,경부선,노량진,7278,7620,2021-02-04
2021-02-01,경부선,용산,25588,26303,2021-02-04
2021-02-01,경부선,남영,8662,9090,2021-02-04
2021-02-01,경부선,서울역,4080,1261,2021-02-04
2021-02-01,경강선,여주,1402,1389,2021-02-04
2021-02-01,경강선,세종대왕릉,248,211,2021-02-04
2021-02-01,경강선,부발,1313,1375,2021-02-04
2021-02-01,경강선,이천,2053,2170,2021-02-04
2021-02-01,경강선,신둔도예촌,1011,994,2021-02-04
2021-02-01,경강선,곤지암,1719,1693,2021-02-04
2021-02-01,경강선,초월,2673,2616,2021-02-04
2021-02-01,경강선,경기광주,6195,6033,2021-02-04
2021-02-01,경강선,삼동,2106,2033,2021-02-04
2021-02-01,경강선,이매,929,754,2021-02-04
2021-02-01,경강선,판교,4035,3858,2021-02-04
2021-02-01,9호선2~3단계,중앙보훈병원,9009,8002,2021-02-04
2021-02-01,9호선2~3단계,둔촌오륜,947,870,2021-02-04
2021-02-01,9호선2~3단계,올림픽공원(한국체대),4840,4725,2021-02-04
2021-02-01,9호선2~3단계,한성백제,2189,2050,2021-02-04
2021-02-01,9호선2~3단계,송파나루,4227,4370,2021-02-04
2021-02-01,9호선2~3단계,석촌,6954,6235,2021-02-04
2021-02-01,9호선2~3단계,석촌고분,5296,5417,2021-02-04
2021-02-01,9호선2~3단계,삼전,6112,6048,2021-02-04
2021-02-01,9호선2~3단계,종합운동장,3763,3758,2021-02-04
2021-02-01,9호선2~3단계,봉은사,14219,14127,2021-02-04
2021-02-01,9호선2~3단계,삼성중앙,6625,6843,2021-02-04
2021-02-01,9호선2~3단계,선정릉,8858,9489,2021-02-04
2021-02-01,9호선2~3단계,언주,9688,9682,2021-02-04
2021-02-01,9호선,신논현,28646,28000,2021-02-04
2021-02-01,9호선,사평,2889,2917,2021-02-04
2021-02-01,9호선,고속터미널,9815,12119,2021-02-04
2021-02-01,9호선,신반포,2913,2860,2021-02-04
2021-02-01,9호선,구반포,2601,2643,2021-02-04
2021-02-01,9호선,동작(현충원),1579,1200,2021-02-04
2021-02-01,9호선,흑석(중앙대입구),6900,7345,2021-02-04
2021-02-01,9호선,노들,3967,3526,2021-02-04
2021-02-01,9호선,노량진,21958,21841,2021-02-04
2021-02-01,9호선,샛강,5514,5768,2021-02-04
2021-02-01,9호선,여의도,23097,22355,2021-02-04
2021-02-01,9호선,국회의사당,15022,14838,2021-02-04
2021-02-01,9호선,당산,16120,16395,2021-02-04
2021-02-01,9호선,선유도,7325,7045,2021-02-04
2021-02-01,9호선,신목동,3662,3323,2021-02-04
2021-02-01,9호선,염창,15534,15592,2021-02-04
2021-02-01,9호선,등촌,10169,10234,2021-02-04
2021-02-01,9호선,증미,7014,7102,2021-02-04
2021-02-01,9호선,가양,18618,18466,2021-02-04
2021-02-01,9호선,양천향교,8589,8918,2021-02-04
2021-02-01,9호선,마곡나루(서울식물원),9910,9906,2021-02-04
2021-02-01,9호선,신방화,6150,5985,2021-02-04
2021-02-01,9호선,공항시장,2531,2823,2021-02-04
2021-02-01,9호선,김포공항,6037,8538,2021-02-04
2021-02-01,9호선,개화,2334,1636,2021-02-04
2021-02-01,8호선,모란,3897,2896,2021-02-04
2021-02-01,8호선,수진,4806,4404,2021-02-04
2021-02-01,8호선,신흥,4277,4497,2021-02-04
2021-02-01,8호선,단대오거리,9693,9442,2021-02-04
2021-02-01,8호선,남한산성입구(성남법원.검찰청),12410,11585,2021-02-04
2021-02-01,8호선,복정,9420,8302,2021-02-04
2021-02-01,8호선,장지,15734,15389,2021-02-04
2021-02-01,8호선,문정,22005,23005,2021-02-04
2021-02-01,8호선,가락시장,7694,8389,2021-02-04
2021-02-01,8호선,송파,7291,7365,2021-02-04
2021-02-01,8호선,석촌,6983,7854,2021-02-04
2021-02-01,8호선,잠실(송파구청),12339,13520,2021-02-04
2021-02-01,8호선,몽촌토성(평화의문),5039,5181,2021-02-04
2021-02-01,8호선,강동구청,10190,10700,2021-02-04
2021-02-01,8호선,천호(풍납토성),14011,15788,2021-02-04
2021-02-01,8호선,암사,17783,15977,2021-02-04
2021-02-01,7호선,부평구청,10981,9168,2021-02-04
2021-02-01,7호선,굴포천,7968,8562,2021-02-04
2021-02-01,7호선,삼산체육관,4379,3967,2021-02-04
2021-02-01,7호선,상동,11387,11618,2021-02-04
2021-02-01,7호선,부천시청,11236,11079,2021-02-04
2021-02-01,7호선,신중동,13236,13161,2021-02-04
2021-02-01,7호선,춘의,9367,9211,2021-02-04
2021-02-01,7호선,부천종합운동장,4112,3602,2021-02-04
2021-02-01,7호선,까치울,6777,6602,2021-02-04
2021-02-01,7호선,온수(성공회대입구),9983,9087,2021-02-04
2021-02-01,7호선,천왕,10375,9883,2021-02-04
2021-02-01,7호선,광명사거리,20934,20755,2021-02-04
2021-02-01,7호선,철산,19672,20111,2021-02-04
2021-02-01,7호선,가산디지털단지,46772,46724,2021-02-04
2021-02-01,7호선,남구로,15928,16598,2021-02-04
2021-02-01,7호선,대림(구로구청),7128,6983,2021-02-04
2021-02-01,7호선,신풍,10883,10415,2021-02-04
2021-02-01,7호선,보라매,8854,9088,2021-02-04
2021-02-01,7호선,신대방삼거리,15152,14843,2021-02-04
2021-02-01,7호선,장승배기,8831,8820,2021-02-04
2021-02-01,7호선,상도,9233,9218,2021-02-04
2021-02-01,7호선,숭실대입구(살피재),10448,10792,2021-02-04
2021-02-01,7호선,남성,10140,9593,2021-02-04
2021-02-01,7호선,이수,14239,13955,2021-02-04
2021-02-01,7호선,내방,13761,14052,2021-02-04
2021-02-01,7호선,고속터미널,14204,11820,2021-02-04
2021-02-01,7호선,반포,5214,5040,2021-02-04
2021-02-01,7호선,논현,19673,20996,2021-02-04
2021-02-01,7호선,학동,23516,24869,2021-02-04
2021-02-01,7호선,강남구청,15290,16621,2021-02-04
2021-02-01,7호선,청담,19048,20752,2021-02-04
2021-02-01,7호선,뚝섬유원지,6800,6731,2021-02-04
2021-02-01,7호선,건대입구,10781,10888,2021-02-04
2021-02-01,7호선,어린이대공원(세종대),10397,10219,2021-02-04
2021-02-01,7호선,군자(능동),13590,10968,2021-02-04
2021-02-01,7호선,중곡,9544,9019,2021-02-04
2021-02-01,7호선,용마산(용마폭포공원),5708,5428,2021-02-04
2021-02-01,7호선,사가정,15282,15526,2021-02-04
2021-02-01,7호선,면목,14193,14110,2021-02-04
2021-02-01,7호선,상봉(시외버스터미널),15960,14901,2021-02-04
2021-02-01,7호선,중화,10353,10387,2021-02-04
2021-02-01,7호선,먹골,9293,9203,2021-02-04
2021-02-01,7호선,태릉입구,7445,6882,2021-02-04
2021-02-01,7호선,공릉(서울과학기술대),10417,10541,2021-02-04
2021-02-01,7호선,하계,15858,15028,2021-02-04
2021-02-01,7호선,중계,13005,11918,2021-02-04
2021-02-01,7호선,노원,18262,19119,2021-02-04
2021-02-01,7호선,마들,11636,11160,2021-02-04
2021-02-01,7호선,수락산,11593,11716,2021-02-04
2021-02-01,7호선,도봉산,8249,9430,2021-02-04
2021-02-01,7호선,장암,2103,732,2021-02-04
2021-02-01,6호선,신내,1,0,2021-02-04
2021-02-01,6호선,봉화산(서울의료원),8400,7877,2021-02-04
2021-02-01,6호선,화랑대(서울여대입구),10446,8150,2021-02-04
2021-02-01,6호선,태릉입구,4895,5279,2021-02-04
2021-02-01,6호선,석계,11204,11725,2021-02-04
2021-02-01,6호선,돌곶이,8071,7687,2021-02-04
2021-02-01,6호선,상월곡(한국과학기술연구원),5632,5034,2021-02-04
2021-02-01,6호선,월곡(동덕여대),10592,10681,2021-02-04
2021-02-01,6호선,고려대(종암),6851,6674,2021-02-04
2021-02-01,6호선,안암(고대병원앞),8501,8594,2021-02-04
2021-02-01,6호선,보문,6537,6129,2021-02-04
2021-02-01,6호선,창신,3131,2580,2021-02-04
2021-02-01,6호선,동묘앞,7106,7341,2021-02-04
2021-02-01,6호선,신당,6830,7293,2021-02-04
2021-02-01,6호선,청구,3540,3826,2021-02-04
2021-02-01,6호선,약수,3251,3298,2021-02-04
2021-02-01,6호선,버티고개,2065,2020,2021-02-04
2021-02-01,6호선,한강진,5900,6709,2021-02-04
2021-02-01,6호선,이태원,7505,7382,2021-02-04
2021-02-01,6호선,녹사평(용산구청),3858,3690,2021-02-04
2021-02-01,6호선,삼각지,4785,4344,2021-02-04
2021-02-01,6호선,효창공원앞,6391,5785,2021-02-04
2021-02-01,6호선,공덕,17388,16846,2021-02-04
2021-02-01,6호선,대흥(서강대앞),7202,7545,2021-02-04
2021-02-01,6호선,광흥창(서강),8103,7903,2021-02-04
2021-02-01,6호선,상수,6339,6801,2021-02-04
2021-02-01,6호선,합정,10954,10648,2021-02-04
2021-02-01,6호선,망원,12512,13598,2021-02-04
2021-02-01,6호선,마포구청,12805,11794,2021-02-04
2021-02-01,6호선,월드컵경기장(성산),4059,4184,2021-02-04
2021-02-01,6호선,디지털미디어시티,12879,14285,2021-02-04
2021-02-01,6호선,증산(명지대앞),9399,9313,2021-02-04
2021-02-01,6호선,새절(신사),11917,11177,2021-02-04
2021-02-01,6호선,구산,6658,5207,2021-02-04
2021-02-01,6호선,연신내,1,0,2021-02-04
2021-02-01,6호선,독바위,2492,2658,2021-02-04
2021-02-01,6호선,불광,3637,3905,2021-02-04
2021-02-01,6호선,역촌,3500,4156,2021-02-04
2021-02-01,6호선,응암,16275,16431,2021-02-04
2021-02-01,5호선,하남풍산,4629,4624,2021-02-04
2021-02-01,5호선,미사,12743,12609,2021-02-04
2021-02-01,5호선,마천,5409,5566,2021-02-04
2021-02-01,5호선,거여,7499,7119,2021-02-04
2021-02-01,5호선,개롱,6040,6218,2021-02-04
2021-02-01,5호선,오금,3516,3383,2021-02-04
2021-02-01,5호선,방이,6421,6644,2021-02-04
2021-02-01,5호선,올림픽공원(한국체대),3749,3214,2021-02-04
2021-02-01,5호선,둔촌동,7897,7824,2021-02-04
2021-02-01,5호선,상일동,15855,14551,2021-02-04
2021-02-01,5호선,고덕,8079,8196,2021-02-04
2021-02-01,5호선,명일,7823,7954,2021-02-04
2021-02-01,5호선,굽은다리(강동구민회관앞),8716,8305,2021-02-04
2021-02-01,5호선,길동,7460,7732,2021-02-04
2021-02-01,5호선,강동,18062,17155,2021-02-04
2021-02-01,5호선,천호(풍납토성),16226,16118,2021-02-04
2021-02-01,5호선,광나루(장신대),11523,10472,2021-02-04
2021-02-01,5호선,아차산(어린이대공원후문),12805,12902,2021-02-04
2021-02-01,5호선,군자(능동),9968,10894,2021-02-04
2021-02-01,5호선,장한평,17386,17196,2021-02-04
2021-02-01,5호선,답십리,14780,13707,2021-02-04
2021-02-01,5호선,마장,5325,5197,2021-02-04
2021-02-01,5호선,왕십리(성동구청),4059,4376,2021-02-04
2021-02-01,5호선,행당,7303,6773,2021-02-04
2021-02-01,5호선,신금호,5731,6032,2021-02-04
2021-02-01,5호선,청구,3785,3472,2021-02-04
2021-02-01,5호선,동대문역사문화공원(DDP),2946,3236,2021-02-04
2021-02-01,5호선,을지로4가,5816,5964,2021-02-04
2021-02-01,5호선,종로3가,9782,9628,2021-02-04
2021-02-01,5호선,광화문(세종문화회관),28189,28888,2021-02-04
2021-02-01,5호선,서대문,17929,18478,2021-02-04
2021-02-01,5호선,충정로(경기대입구),4421,4551,2021-02-04
2021-02-01,5호선,애오개,6278,6389,2021-02-04
2021-02-01,5호선,공덕,13734,14619,2021-02-04
2021-02-01,5호선,마포,13627,14021,2021-02-04
2021-02-01,5호선,여의나루,7494,7663,2021-02-04
2021-02-01,5호선,여의도,26172,26712,2021-02-04
2021-02-01,5호선,신길,3690,4301,2021-02-04
2021-02-01,5호선,영등포시장,8971,9270,2021-02-04
2021-02-01,5호선,영등포구청,4024,3961,2021-02-04
2021-02-01,5호선,양평,7410,7433,2021-02-04
2021-02-01,5호선,오목교(목동운동장앞),20565,22201,2021-02-04
2021-02-01,5호선,목동,15666,17570,2021-02-04
2021-02-01,5호선,신정(은행정),12928,10412,2021-02-04
2021-02-01,5호선,까치산,26785,25953,2021-02-04
2021-02-01,5호선,화곡,26030,24825,2021-02-04
2021-02-01,5호선,우장산,12817,12932,2021-02-04
2021-02-01,5호선,발산,17159,17294,2021-02-04
2021-02-01,5호선,마곡,9064,8784,2021-02-04
2021-02-01,5호선,송정,6046,5710,2021-02-04
2021-02-01,5호선,김포공항,5876,5631,2021-02-04
2021-02-01,5호선,개화산,4792,4622,2021-02-04
2021-02-01,5호선,방화,6231,6015,2021-02-04
2021-02-01,4호선,쌍문,27396,25485,2021-02-04
2021-02-01,4호선,창동,24330,25861,2021-02-04
2021-02-01,4호선,노원,17130,18851,2021-02-04
2021-02-01,4호선,상계,17766,16486,2021-02-04
2021-02-01,4호선,당고개,11430,10435,2021-02-04
2021-02-01,4호선,남태령,1024,876,2021-02-04
2021-02-01,4호선,사당,20799,17572,2021-02-04
2021-02-01,4호선,총신대입구(이수),17430,19009,2021-02-04
2021-02-01,4호선,동작(현충원),2147,2262,2021-02-04
