사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
2021-02-16,7호선,장승배기,9082,8925,2021-02-19
2021-02-16,7호선,상도,9546,9488,2021-02-19
2021-02-16,7호선,숭실대입구(살피재),10966,11464,2021-02-19
2021-02-16,7호선,남성,10627,9895,2021-02-19
2021-02-16,7호선,이수,14549,14140,2021-02-19
2021-02-16,7호선,내방,14248,14487,2021-02-19
2021-02-16,7호선,고속터미널,14976,12273,2021-02-19
2021-02-16,7호선,반포,5386,5184,2021-02-19
2021-02-16,7호선,논현,20004,21688,2021-02-19
2021-02-16,7호선,학동,24509,25827,2021-02-19
2021-02-16,7호선,강남구청,15850,17400,2021-02-19
2021-02-16,7호선,청담,19294,21312,2021-02-19
2021-02-16,7호선,뚝섬유원지,6384,6379,2021-02-19
2021-02-16,7호선,건대입구,11140,11365,2021-02-19
2021-02-16,7호선,어린이대공원(세종대),10755,10673,2021-02-19
2021-02-16,7호선,군자(능동),13764,11303,2021-02-19
2021-02-16,7호선,중곡,9441,9041,2021-02-19
2021-02-16,7호선,용마산(용마폭포공원),5612,5397,2021-02-19
2021-02-16,7호선,사가정,15324,15589,2021-02-19
2021-02-16,7호선,면목,14233,14041,2021-02-19
2021-02-16,7호선,상봉(시외버스터미널),16111,14966,2021-02-19
2021-02-16,7호선,중화,10434,10372,2021-02-19
2021-02-16,7호선,먹골,9509,9522,2021-02-19
2021-02-16,7호선,태릉입구,7419,6877,2021-02-19
2021-02-16,7호선,공릉(서울과학기술대),10551,10872,2021-02-19
2021-02-16,7호선,하계,16226,15548,2021-02-19
2021-02-16,7호선,중계,13081,12109,2021-02-19
2021-02-16,7호선,노원,18683,19403,2021-02-19
2021-02-16,7호선,마들,11521,11133,2021-02-19
2021-02-16,7호선,수락산,11578,11702,2021-02-19
2021-02-16,7호선,도봉산,8412,9536,2021-02-19
2021-02-16,7호선,장암,2153,796,2021-02-19
2021-02-16,6호선,봉화산(서울의료원),8483,7966,2021-02-19
2021-02-16,6호선,화랑대(서울여대입구),10527,8334,2021-02-19
2021-02-16,6호선,태릉입구,4908,5453,2021-02-19
2021-02-16,6호선,석계,11432,11864,2021-02-19
2021-02-16,6호선,돌곶이,8208,7740,2021-02-19
2021-02-16,6호선,상월곡(한국과학기술연구원),5759,5142,2021-02-19
2021-02-16,6호선,월곡(동덕여대),10122,10343,2021-02-19
2021-02-16,6호선,고려대(종암),7038,7024,2021-02-19
2021-02-16,6호선,안암(고대병원앞),9224,9336,2021-02-19
2021-02-16,6호선,보문,6604,6231,2021-02-19
2021-02-16,6호선,창신,3319,2779,2021-02-19
2021-02-16,6호선,동묘앞,7130,7577,2021-02-19
2021-02-16,6호선,신당,7434,7884,2021-02-19
2021-02-16,6호선,청구,3573,3864,2021-02-19
2021-02-16,6호선,약수,3286,3362,2021-02-19
2021-02-16,6호선,버티고개,2140,2056,2021-02-19
2021-02-16,6호선,한강진,6843,7681,2021-02-19
2021-02-16,6호선,이태원,8057,8253,2021-02-19
2021-02-16,6호선,녹사평(용산구청),3970,3861,2021-02-19
2021-02-16,6호선,삼각지,5206,4730,2021-02-19
2021-02-16,6호선,효창공원앞,6344,5782,2021-02-19
2021-02-16,6호선,공덕,17697,16997,2021-02-19
2021-02-16,6호선,대흥(서강대앞),7379,7835,2021-02-19
2021-02-16,6호선,광흥창(서강),8299,8157,2021-02-19
2021-02-16,6호선,상수,7245,7961,2021-02-19
2021-02-16,6호선,합정,11645,11491,2021-02-19
2021-02-16,6호선,망원,12748,13771,2021-02-19
2021-02-16,6호선,마포구청,13259,12285,2021-02-19
2021-02-16,6호선,월드컵경기장(성산),3599,3828,2021-02-19
2021-02-16,6호선,디지털미디어시티,12965,14479,2021-02-19
2021-02-16,6호선,증산(명지대앞),9125,9232,2021-02-19
2021-02-16,6호선,새절(신사),11808,11161,2021-02-19
2021-02-16,6호선,구산,6784,5482,2021-02-19
2021-02-16,6호선,독바위,2610,2746,2021-02-19
2021-02-16,6호선,불광,3877,3951,2021-02-19
2021-02-16,6호선,역촌,3490,4152,2021-02-19
2021-02-16,6호선,응암,16329,16490,2021-02-19
2021-02-16,5호선,하남풍산,4753,4862,2021-02-19
2021-02-16,5호선,미사,13219,13228,2021-02-19
2021-02-16,5호선,마천,5655,5693,2021-02-19
2021-02-16,5호선,거여,7484,7123,2021-02-19
2021-02-16,5호선,개롱,6218,6472,2021-02-19
2021-02-16,5호선,오금,3600,3522,2021-02-19
2021-02-16,5호선,방이,6917,7119,2021-02-19
2021-02-16,5호선,올림픽공원(한국체대),3745,3381,2021-02-19
2021-02-16,5호선,둔촌동,8022,7933,2021-02-19
2021-02-16,5호선,상일동,16384,15101,2021-02-19
2021-02-16,5호선,고덕,8504,8618,2021-02-19
2021-02-16,5호선,명일,8012,8410,2021-02-19
2021-02-16,5호선,굽은다리(강동구민회관앞),8815,8472,2021-02-19
2021-02-16,5호선,길동,7400,7716,2021-02-19
2021-02-16,5호선,강동,18929,17778,2021-02-19
2021-02-16,5호선,천호(풍납토성),16933,16584,2021-02-19
2021-02-16,5호선,광나루(장신대),11953,10661,2021-02-19
2021-02-16,5호선,아차산(어린이대공원후문),12797,12802,2021-02-19
2021-02-16,5호선,군자(능동),10409,11513,2021-02-19
2021-02-16,5호선,장한평,17793,17745,2021-02-19
2021-02-16,5호선,답십리,15095,14233,2021-02-19
2021-02-16,5호선,마장,5080,4783,2021-02-19
2021-02-16,5호선,왕십리(성동구청),4325,4626,2021-02-19
2021-02-16,5호선,행당,7792,7255,2021-02-19
2021-02-16,5호선,신금호,5800,5980,2021-02-19
2021-02-16,5호선,청구,3756,3586,2021-02-19
2021-02-16,5호선,동대문역사문화공원(DDP),2912,3253,2021-02-19
2021-02-16,5호선,을지로4가,5826,5884,2021-02-19
2021-02-16,5호선,종로3가,10557,10148,2021-02-19
2021-02-16,5호선,광화문(세종문화회관),30000,30537,2021-02-19
2021-02-16,5호선,서대문,18830,19141,2021-02-19
2021-02-16,5호선,충정로(경기대입구),4839,4908,2021-02-19
2021-02-16,5호선,애오개,6522,6772,2021-02-19
2021-02-16,5호선,공덕,14210,15079,2021-02-19
2021-02-16,5호선,마포,14107,14502,2021-02-19
2021-02-16,5호선,여의나루,7388,7750,2021-02-19
2021-02-16,5호선,여의도,27623,28259,2021-02-19
2021-02-16,5호선,신길,3875,4430,2021-02-19
2021-02-16,5호선,영등포시장,9318,9548,2021-02-19
2021-02-16,5호선,영등포구청,3853,3922,2021-02-19
2021-02-16,5호선,양평,7377,7467,2021-02-19
2021-02-16,5호선,오목교(목동운동장앞),21443,23188,2021-02-19
2021-02-16,5호선,목동,16155,18046,2021-02-19
2021-02-16,5호선,신정(은행정),13266,10717,2021-02-19
2021-02-16,5호선,까치산,27093,26687,2021-02-19
2021-02-16,5호선,화곡,26736,25388,2021-02-19
2021-02-16,5호선,우장산,13115,13206,2021-02-19
2021-02-16,5호선,발산,18646,18699,2021-02-19
2021-02-16,5호선,마곡,9341,9029,2021-02-19
2021-02-17,9호선,신논현,30002,29534,2021-02-20
2021-02-17,우이신설선,성신여대입구(돈암),2746,3075,2021-02-20
2021-02-17,우이신설선,보문,1331,1375,2021-02-20
2021-02-17,우이신설선,신설동,1863,1773,2021-02-20
2021-02-17,일산선,원흥,8277,7871,2021-02-20
2021-02-17,일산선,삼송,16474,16195,2021-02-20
2021-02-17,일산선,원당,9869,9335,2021-02-20
2021-02-17,일산선,화정,15074,15659,2021-02-20
2021-02-17,일산선,대곡,1530,1110,2021-02-20
2021-02-17,일산선,백석,9055,9044,2021-02-20
2021-02-17,일산선,마두,6669,6988,2021-02-20
2021-02-17,일산선,정발산,6493,6588,2021-02-20
2021-02-17,일산선,주엽,7905,7808,2021-02-20
2021-02-17,일산선,대화,11828,9520,2021-02-20
2021-02-17,장항선,봉명,1052,1017,2021-02-20
2021-02-17,장항선,쌍용(나사렛대),1398,1366,2021-02-20
2021-02-17,장항선,아산,2259,2036,2021-02-20
2021-02-17,장항선,배방,800,701,2021-02-20
2021-02-17,장항선,온양온천,2529,2489,2021-02-20
2021-02-17,장항선,신창(순천향대),723,730,2021-02-20
2021-02-17,중앙선,회기,21148,21040,2021-02-20
2021-02-17,중앙선,중랑,4715,4544,2021-02-20
2021-02-17,중앙선,상봉(시외버스터미널),4913,5054,2021-02-20
2021-02-17,중앙선,망우,6483,6496,2021-02-20
2021-02-17,중앙선,양원,1185,1181,2021-02-20
2021-02-17,중앙선,구리,12190,12308,2021-02-20
2021-02-17,중앙선,도농,8752,8057,2021-02-20
2021-02-17,중앙선,양정,643,535,2021-02-20
2021-02-17,중앙선,덕소,4789,4798,2021-02-20
2021-02-17,중앙선,도심,2146,1651,2021-02-20
2021-02-17,중앙선,팔당,652,661,2021-02-20
2021-02-17,중앙선,운길산,448,411,2021-02-20
2021-02-17,중앙선,양수,1361,1360,2021-02-20
2021-02-17,중앙선,신원,123,120,2021-02-20
2021-02-17,중앙선,국수,478,484,2021-02-20
2021-02-17,중앙선,아신,388,390,2021-02-20
2021-02-17,중앙선,오빈,200,200,2021-02-20
2021-02-17,중앙선,양평,1980,1974,2021-02-20
2021-02-17,중앙선,원덕,226,222,2021-02-20
2021-02-17,중앙선,용문,1173,1141,2021-02-20
2021-02-17,중앙선,지평,43,31,2021-02-20
2021-02-17,2호선,시청,23694,22264,2021-02-20
2021-02-17,8호선,송파,7300,7513,2021-02-20
2021-02-17,1호선,서울역,37960,35160,2021-02-20
2021-02-17,1호선,동묘앞,5824,6140,2021-02-20
2021-02-17,1호선,시청,19876,19715,2021-02-20
2021-02-17,1호선,종각,33039,31541,2021-02-20
2021-02-17,1호선,종로3가,20902,19400,2021-02-20
2021-02-17,1호선,종로5가,20008,19663,2021-02-20
2021-02-17,1호선,동대문,9417,8738,2021-02-20
2021-02-17,1호선,신설동,12595,12689,2021-02-20
2021-02-17,1호선,제기동,13194,13292,2021-02-20
2021-02-17,1호선,청량리(서울시립대입구),16563,16519,2021-02-20
2021-02-17,2호선,을지로입구,37045,37415,2021-02-20
2021-02-17,2호선,을지로3가,20629,20188,2021-02-20
2021-02-17,2호선,을지로4가,12404,12031,2021-02-20
2021-02-17,2호선,동대문역사문화공원(DDP),10224,11156,2021-02-20
2021-02-17,2호선,신당,12499,13017,2021-02-20
2021-02-17,2호선,상왕십리,13134,12880,2021-02-20
2021-02-17,2호선,왕십리(성동구청),14307,12010,2021-02-20
2021-02-17,2호선,한양대,6430,6513,2021-02-20
2021-02-17,2호선,뚝섬,20179,21608,2021-02-20
2021-02-17,2호선,성수,34096,36859,2021-02-20
2021-02-17,2호선,건대입구,29505,31344,2021-02-20
2021-02-17,2호선,구의(광진구청),22001,22008,2021-02-20
2021-02-17,2호선,강변(동서울터미널),27300,26331,2021-02-20
2021-02-17,2호선,잠실나루,13222,12856,2021-02-20
2021-02-17,2호선,잠실(송파구청),58200,57975,2021-02-20
2021-02-17,2호선,잠실새내,19137,18959,2021-02-20
2021-02-17,2호선,종합운동장,5908,6491,2021-02-20
2021-02-17,2호선,삼성(무역센터),48368,48534,2021-02-20
2021-02-17,2호선,선릉,54937,48546,2021-02-20
2021-02-17,2호선,역삼,51059,54215,2021-02-20
2021-02-17,2호선,강남,82823,80269,2021-02-20
2021-02-17,2호선,교대(법원.검찰청),32592,36445,2021-02-20
2021-02-17,2호선,서초,20734,20333,2021-02-20
2021-02-17,2호선,방배,15940,16686,2021-02-20
2021-02-17,2호선,사당,32512,35757,2021-02-20
2021-02-17,2호선,낙성대(강감찬),25073,24781,2021-02-20
2021-02-17,2호선,서울대입구(관악구청),43436,42840,2021-02-20
2021-02-17,2호선,봉천,22132,20857,2021-02-20
2021-02-17,2호선,신림,58303,57560,2021-02-20
2021-02-17,2호선,신대방,23668,23488,2021-02-20
2021-02-17,2호선,구로디지털단지,58508,59138,2021-02-20
2021-02-17,2호선,대림(구로구청),22199,22702,2021-02-20
2021-02-17,2호선,신도림,44680,43281,2021-02-20
2021-02-17,2호선,문래,20266,20591,2021-02-20
2021-02-17,2호선,영등포구청,21654,21786,2021-02-20
2021-02-17,2호선,당산,16730,19574,2021-02-20
2021-02-17,2호선,합정,28117,29202,2021-02-20
2021-02-17,2호선,홍대입구,47155,48338,2021-02-20
2021-02-17,2호선,신촌,29889,30442,2021-02-20
2021-02-17,2호선,이대,11139,11564,2021-02-20
2021-02-17,2호선,아현,8943,8809,2021-02-20
2021-02-17,2호선,충정로(경기대입구),9499,9990,2021-02-20
2021-02-17,2호선,용답,2221,2284,2021-02-20
2021-02-17,2호선,신답,1436,1748,2021-02-20
2021-02-17,2호선,신설동,3280,3220,2021-02-20
2021-02-17,2호선,도림천,1366,1389,2021-02-20
2021-02-17,2호선,양천구청,6333,6750,2021-02-20
2021-02-17,2호선,신정네거리,9242,9672,2021-02-20
2021-02-17,2호선,용두(동대문구청),2089,2187,2021-02-20
2021-02-17,3호선,지축,3396,3430,2021-02-20
2021-02-17,3호선,구파발,18748,17831,2021-02-20
2021-02-17,3호선,연신내,33675,32158,2021-02-20
2021-02-17,3호선,불광,14408,15442,2021-02-20
2021-02-17,3호선,녹번,13727,12802,2021-02-20
2021-02-17,3호선,홍제,15389,15036,2021-02-20
2021-02-17,3호선,무악재,3686,3742,2021-02-20
2021-02-17,3호선,독립문,6002,6213,2021-02-20
2021-02-17,3호선,경복궁(정부서울청사),16683,16261,2021-02-20
2021-02-17,3호선,안국,17605,17594,2021-02-20
2021-02-17,3호선,종로3가,9232,10504,2021-02-20
2021-02-17,3호선,을지로3가,10366,10369,2021-02-20
2021-02-17,3호선,동대입구,6495,6796,2021-02-20
2021-02-17,3호선,약수,11729,11589,2021-02-20
2021-02-17,3호선,금호,7504,7243,2021-02-20
2021-02-17,3호선,옥수,8031,8589,2021-02-20
2021-02-17,3호선,압구정,30615,32615,2021-02-20
2021-02-17,3호선,신사,30550,31352,2021-02-20
2021-02-17,3호선,잠원,4302,4308,2021-02-20
2021-02-17,3호선,고속터미널,35682,33839,2021-02-20
2021-02-17,3호선,교대(법원.검찰청),13665,8908,2021-02-20
2021-02-17,3호선,남부터미널(예술의전당),28048,28561,2021-02-20
2021-02-17,3호선,양재(서초구청),36910,39325,2021-02-20
2021-02-17,3호선,매봉,11833,11399,2021-02-20
2021-02-17,3호선,도곡,5186,5283,2021-02-20
2021-02-17,3호선,대치,10534,10445,2021-02-20
2021-02-17,3호선,학여울,1614,1712,2021-02-20
2021-02-17,3호선,대청,8947,8295,2021-02-20
2021-02-17,3호선,일원,9078,8738,2021-02-20
2021-02-17,3호선,수서,15185,15330,2021-02-20
2021-02-17,3호선,가락시장,8345,8111,2021-02-20
2021-02-17,3호선,경찰병원,7508,7565,2021-02-20
2021-02-17,3호선,오금,5770,5245,2021-02-20
2021-02-17,4호선,수유(강북구청),30815,31251,2021-02-20
2021-02-17,4호선,미아(서울사이버대학),13354,13206,2021-02-20
2021-02-17,4호선,미아사거리,25010,24780,2021-02-20
2021-02-17,4호선,길음,18510,18100,2021-02-20
2021-02-17,4호선,성신여대입구(돈암),18004,17566,2021-02-20
2021-02-17,4호선,한성대입구(삼선교),11832,11802,2021-02-20
2021-02-17,4호선,혜화,29466,29120,2021-02-20
2021-02-17,4호선,동대문,17910,18409,2021-02-20
2021-02-17,4호선,동대문역사문화공원(DDP),13496,12352,2021-02-20
2021-02-17,4호선,충무로,24626,25036,2021-02-20
2021-02-17,4호선,명동,15127,15464,2021-02-20
2021-02-17,4호선,회현(남대문시장),20873,21394,2021-02-20
2021-02-17,4호선,서울역,10128,13700,2021-02-20
2021-02-17,4호선,숙대입구(갈월),11754,11490,2021-02-20
2021-02-17,4호선,삼각지,4233,4674,2021-02-20
2021-02-17,4호선,신용산,14990,15405,2021-02-20
2021-02-17,4호선,이촌(국립중앙박물관),6402,7157,2021-02-20
2021-02-17,4호선,동작(현충원),1906,1986,2021-02-20
2021-02-17,4호선,총신대입구(이수),17382,18770,2021-02-20
2021-02-17,4호선,사당,22362,18266,2021-02-20
2021-02-17,4호선,남태령,1088,972,2021-02-20
2021-02-17,4호선,당고개,11226,10276,2021-02-20
2021-02-17,4호선,상계,17360,16316,2021-02-20
2021-02-17,4호선,노원,17249,19043,2021-02-20
2021-02-17,4호선,창동,23185,24838,2021-02-20
2021-02-17,4호선,쌍문,27185,25418,2021-02-20
2021-02-17,5호선,방화,6049,5911,2021-02-20
2021-02-17,5호선,개화산,4783,4611,2021-02-20
2021-02-17,5호선,김포공항,6434,5987,2021-02-20
2021-02-17,5호선,송정,5999,5740,2021-02-20
2021-02-17,5호선,마곡,9181,8802,2021-02-20
2021-02-17,5호선,발산,18129,18314,2021-02-20
2021-02-17,5호선,우장산,12715,12846,2021-02-20
2021-02-17,5호선,화곡,26259,24914,2021-02-20
2021-02-17,5호선,까치산,26648,26055,2021-02-20
2021-02-17,5호선,신정(은행정),13251,10780,2021-02-20
2021-02-17,5호선,목동,16084,17732,2021-02-20
2021-02-17,5호선,오목교(목동운동장앞),21429,22895,2021-02-20
2021-02-17,5호선,양평,7314,7427,2021-02-20
2021-02-17,5호선,영등포구청,3728,3813,2021-02-20
2021-02-17,5호선,영등포시장,9020,9314,2021-02-20
2021-02-17,5호선,신길,3817,4433,2021-02-20
2021-02-17,5호선,여의도,27655,28079,2021-02-20
2021-02-17,5호선,여의나루,7477,7718,2021-02-20
2021-02-17,5호선,마포,13916,14310,2021-02-20
2021-02-17,5호선,공덕,13925,14770,2021-02-20
2021-02-17,5호선,애오개,6576,6714,2021-02-20
2021-02-17,5호선,충정로(경기대입구),4687,4852,2021-02-20
2021-02-17,5호선,서대문,19018,19370,2021-02-20
2021-02-17,5호선,광화문(세종문화회관),30307,30643,2021-02-20
2021-02-17,5호선,종로3가,10685,10142,2021-02-20
2021-02-17,5호선,을지로4가,5710,5725,2021-02-20
2021-02-17,5호선,동대문역사문화공원(DDP),2894,3352,2021-02-20
2021-02-17,5호선,청구,3768,3411,2021-02-20
2021-02-17,5호선,신금호,5802,5983,2021-02-20
2021-02-17,5호선,행당,7672,7015,2021-02-20
2021-02-17,5호선,왕십리(성동구청),4282,4694,2021-02-20
2021-02-17,5호선,마장,5005,4693,2021-02-20
2021-02-17,5호선,답십리,14805,13959,2021-02-20
2021-02-17,5호선,장한평,17415,17477,2021-02-20
2021-02-17,5호선,군자(능동),10309,11325,2021-02-20
2021-02-17,5호선,아차산(어린이대공원후문),12607,12555,2021-02-20
2021-02-17,5호선,광나루(장신대),11817,10543,2021-02-20
2021-02-17,5호선,천호(풍납토성),16329,16178,2021-02-20
2021-02-17,5호선,강동,18245,17318,2021-02-20
2021-02-17,5호선,길동,7336,7634,2021-02-20
2021-02-17,5호선,굽은다리(강동구민회관앞),8653,8415,2021-02-20
2021-02-17,5호선,명일,7846,8219,2021-02-20
2021-02-17,5호선,고덕,8249,8101,2021-02-20
2021-02-17,5호선,상일동,15794,14654,2021-02-20
2021-02-17,5호선,둔촌동,8030,8011,2021-02-20
2021-02-17,5호선,올림픽공원(한국체대),3657,3138,2021-02-20
2021-02-17,5호선,방이,6686,6828,2021-02-20
2021-02-17,5호선,오금,3493,3296,2021-02-20
2021-02-17,5호선,개롱,6066,6357,2021-02-20
2021-02-17,5호선,거여,7316,7075,2021-02-20
2021-02-17,5호선,마천,5493,5454,2021-02-20
2021-02-17,5호선,미사,12689,12622,2021-02-20
2021-02-17,5호선,하남풍산,4687,4652,2021-02-20
2021-02-17,6호선,응암,16225,16407,2021-02-20
2021-02-17,6호선,역촌,3438,4016,2021-02-20
2021-02-17,6호선,불광,3934,3859,2021-02-20
2021-02-17,6호선,독바위,2559,2724,2021-02-20
2021-02-17,6호선,구산,6719,5373,2021-02-20
2021-02-17,6호선,새절(신사),11744,11210,2021-02-20
2021-02-17,6호선,증산(명지대앞),9220,9289,2021-02-20
2021-02-17,6호선,디지털미디어시티,12859,14331,2021-02-20
2021-02-17,6호선,월드컵경기장(성산),3475,3611,2021-02-20
2021-02-17,6호선,마포구청,13079,12142,2021-02-20
2021-02-17,6호선,망원,12900,14211,2021-02-20
2021-02-17,6호선,합정,11913,11548,2021-02-20
2021-02-17,6호선,상수,7481,7939,2021-02-20
2021-02-17,6호선,광흥창(서강),8298,8220,2021-02-20
2021-02-17,6호선,대흥(서강대앞),7281,7542,2021-02-20
2021-02-17,6호선,공덕,17345,16952,2021-02-20
2021-02-17,6호선,효창공원앞,6285,5925,2021-02-20
2021-02-17,6호선,삼각지,5137,4716,2021-02-20
2021-02-17,6호선,녹사평(용산구청),4036,4011,2021-02-20
2021-02-17,6호선,이태원,7915,8074,2021-02-20
2021-02-17,6호선,한강진,6994,7829,2021-02-20
2021-02-17,6호선,버티고개,2063,1977,2021-02-20
2021-02-17,6호선,약수,3193,3245,2021-02-20
2021-02-17,6호선,청구,3560,3876,2021-02-20
2021-02-17,6호선,신당,7387,7830,2021-02-20
2021-02-17,6호선,동묘앞,7017,7131,2021-02-20
2021-02-17,6호선,창신,3259,2653,2021-02-20
2021-02-17,6호선,보문,6688,6249,2021-02-20
2021-02-17,6호선,안암(고대병원앞),9093,9129,2021-02-20
2021-02-17,6호선,고려대(종암),7080,7031,2021-02-20
2021-02-17,6호선,월곡(동덕여대),10034,10036,2021-02-20
2021-02-17,6호선,상월곡(한국과학기술연구원),5659,5151,2021-02-20
2021-02-17,6호선,돌곶이,8166,7710,2021-02-20
2021-02-17,6호선,석계,11187,11553,2021-02-20
2021-02-17,6호선,태릉입구,4848,5409,2021-02-20
2021-02-17,6호선,화랑대(서울여대입구),10445,8166,2021-02-20
2021-02-17,6호선,봉화산(서울의료원),8280,7756,2021-02-20
2021-02-17,7호선,장암,2124,707,2021-02-20
2021-02-17,7호선,도봉산,8022,9217,2021-02-20
2021-02-17,7호선,수락산,11345,11405,2021-02-20
2021-02-17,7호선,마들,11374,11008,2021-02-20
2021-02-17,7호선,노원,18126,18762,2021-02-20
2021-02-17,7호선,중계,12825,11757,2021-02-20
2021-02-17,7호선,하계,16034,15501,2021-02-20
2021-02-17,7호선,공릉(서울과학기술대),10329,10411,2021-02-20
2021-02-17,7호선,태릉입구,7495,6939,2021-02-20
2021-02-17,7호선,먹골,9329,9204,2021-02-20
2021-02-17,7호선,중화,10226,10192,2021-02-20
2021-02-17,7호선,상봉(시외버스터미널),15571,14596,2021-02-20
2021-02-17,7호선,면목,13960,13901,2021-02-20
2021-02-17,7호선,사가정,15089,15294,2021-02-20
2021-02-17,7호선,용마산(용마폭포공원),5665,5459,2021-02-20
2021-02-17,7호선,중곡,9295,8746,2021-02-20
2021-02-17,7호선,군자(능동),13499,10896,2021-02-20
2021-02-17,7호선,어린이대공원(세종대),10508,10426,2021-02-20
2021-02-17,7호선,건대입구,11212,11373,2021-02-20
2021-02-17,7호선,뚝섬유원지,6245,6156,2021-02-20
2021-02-17,7호선,청담,19042,21194,2021-02-20
2021-02-17,7호선,강남구청,15952,17249,2021-02-20
2021-02-17,7호선,학동,24225,25672,2021-02-20
2021-02-17,7호선,논현,19776,21383,2021-02-20
2021-02-17,7호선,반포,5335,5192,2021-02-20
2021-02-17,7호선,고속터미널,13917,11856,2021-02-20
2021-02-17,7호선,내방,13939,14337,2021-02-20
2021-02-17,7호선,이수,14315,14100,2021-02-20
2021-02-17,7호선,남성,10451,9769,2021-02-20
2021-02-17,7호선,숭실대입구(살피재),10707,11092,2021-02-20
2021-02-17,7호선,상도,9465,9355,2021-02-20
2021-02-17,7호선,장승배기,9029,8828,2021-02-20
2021-02-17,7호선,신대방삼거리,15155,14828,2021-02-20
2021-02-17,7호선,보라매,8964,8934,2021-02-20
2021-02-17,7호선,신풍,10728,10465,2021-02-20
2021-02-17,7호선,대림(구로구청),6951,6795,2021-02-20
2021-02-17,7호선,남구로,15594,16580,2021-02-20
2021-02-17,7호선,가산디지털단지,47022,46503,2021-02-20
2021-02-17,7호선,철산,19755,20325,2021-02-20
2021-02-17,7호선,광명사거리,20218,20039,2021-02-20
2021-02-17,7호선,천왕,10398,9824,2021-02-20
2021-02-17,7호선,온수(성공회대입구),9815,8952,2021-02-20
2021-02-17,7호선,까치울,6653,6551,2021-02-20
2021-02-17,7호선,부천종합운동장,4196,3582,2021-02-20
2021-02-17,7호선,춘의,9397,9290,2021-02-20
2021-02-17,7호선,신중동,13703,13457,2021-02-20
2021-02-17,7호선,부천시청,11693,11556,2021-02-20
2021-02-17,7호선,상동,11879,12254,2021-02-20
2021-02-17,7호선,삼산체육관,4426,4069,2021-02-20
2021-02-17,7호선,굴포천,8145,8659,2021-02-20
2021-02-17,7호선,부평구청,11184,9238,2021-02-20
2021-02-17,8호선,암사,17675,15803,2021-02-20
2021-02-17,8호선,천호(풍납토성),14270,16019,2021-02-20
2021-02-17,8호선,강동구청,10178,10795,2021-02-20
2021-02-17,8호선,몽촌토성(평화의문),5217,5473,2021-02-20
2021-02-17,8호선,잠실(송파구청),12675,14077,2021-02-20
2021-02-17,8호선,석촌,7128,8113,2021-02-20
2021-02-17,8호선,가락시장,7173,7808,2021-02-20
2021-02-17,8호선,문정,22278,23202,2021-02-20
2021-02-17,8호선,장지,16134,15739,2021-02-20
2021-02-17,8호선,복정,9616,8276,2021-02-20
2021-02-17,8호선,산성,6072,6077,2021-02-20
2021-02-17,8호선,남한산성입구(성남법원.검찰청),12313,11424,2021-02-20
2021-02-17,8호선,단대오거리,9540,9371,2021-02-20
2021-02-17,8호선,신흥,4124,4531,2021-02-20
2021-02-17,8호선,수진,4789,4356,2021-02-20
2021-02-17,8호선,모란,3853,2807,2021-02-20
2021-02-17,9호선,개화,2251,1633,2021-02-20
2021-02-17,9호선,김포공항,6596,9321,2021-02-20
2021-02-17,9호선,공항시장,2616,2852,2021-02-20
2021-02-17,9호선,신방화,6100,6071,2021-02-20
2021-02-17,9호선,마곡나루(서울식물원),10457,10423,2021-02-20
2021-02-17,9호선,양천향교,8593,9004,2021-02-20
2021-02-17,9호선,가양,18497,18278,2021-02-20
2021-02-17,9호선,증미,6922,6978,2021-02-20
2021-02-17,9호선,등촌,10142,10498,2021-02-20
2021-02-17,9호선,염창,15917,15836,2021-02-20
2021-02-17,9호선,신목동,3628,3464,2021-02-20
2021-02-17,9호선,선유도,7672,7402,2021-02-20
2021-02-17,9호선,당산,16909,17068,2021-02-20
2021-02-17,9호선,국회의사당,16621,16237,2021-02-20
2021-02-17,9호선,여의도,24553,23119,2021-02-20
2021-02-17,9호선,샛강,5736,6018,2021-02-20
2021-02-17,9호선,노량진,22288,21995,2021-02-20
2021-02-17,9호선,노들,4005,3506,2021-02-20
2021-02-17,9호선,흑석(중앙대입구),6909,7369,2021-02-20
2021-02-17,9호선,동작(현충원),1565,1236,2021-02-20
2021-02-17,9호선,구반포,2606,2698,2021-02-20
2021-02-17,9호선,신반포,2937,2862,2021-02-20
2021-02-17,9호선,고속터미널,10224,12999,2021-02-20
2021-02-17,9호선,사평,3001,3044,2021-02-20
2021-02-17,9호선2~3단계,언주,10278,10211,2021-02-20
2021-02-17,9호선2~3단계,선정릉,9061,9675,2021-02-20
2021-02-17,9호선2~3단계,삼성중앙,6757,7051,2021-02-20
2021-02-17,9호선2~3단계,봉은사,14718,14643,2021-02-20
2021-02-17,9호선2~3단계,종합운동장,4078,4053,2021-02-20
2021-02-17,9호선2~3단계,삼전,6374,6405,2021-02-20
2021-02-17,9호선2~3단계,석촌고분,5588,5704,2021-02-20
2021-02-17,9호선2~3단계,석촌,7235,6401,2021-02-20
2021-02-17,9호선2~3단계,송파나루,4494,4938,2021-02-20
2021-02-17,9호선2~3단계,한성백제,2285,2124,2021-02-20
2021-02-17,9호선2~3단계,올림픽공원(한국체대),4790,4601,2021-02-20
2021-02-17,9호선2~3단계,둔촌오륜,908,888,2021-02-20
